,compound_id,target_id,standard_type,standard_relation,standard_value,standard_units
4129,CHEMBL553,P54646,KD,>,10000.0,NM
4131,CHEMBL553,P54646,KD,>,10000.0,NM
4132,CHEMBL553,P53779,KD,=,4300.0,NM
4134,CHEMBL553,P53779,KD,>,10000.0,NM
4135,CHEMBL553,P53779,KD,>,10000.0,NM
4136,CHEMBL553,P53778,KD,>,10000.0,NM
4138,CHEMBL553,P53778,KD,>,10000.0,NM
4139,CHEMBL553,P53778,KD,>,10000.0,NM
4141,CHEMBL553,P53671,KD,>,10000.0,NM
4142,CHEMBL553,P53671,KD,>,10000.0,NM
4143,CHEMBL553,P53667,KD,>,10000.0,NM
4146,CHEMBL553,P53667,KD,>,10000.0,NM
4147,CHEMBL553,P53667,KD,>,10000.0,NM
4149,CHEMBL553,P53355,KD,>,10000.0,NM
4151,CHEMBL553,P53355,KD,>,10000.0,NM
4152,CHEMBL553,P53350,KD,>,10000.0,NM
4156,CHEMBL553,P53350,KD,>,10000.0,NM
4161,CHEMBL553,P52564,KD,>,10000.0,NM
4163,CHEMBL553,P52564,KD,>,10000.0,NM
4164,CHEMBL553,P52333,KD,=,700.0,NM
4167,CHEMBL553,P52333,KD,=,930.0,NM
4169,CHEMBL553,P51957,KD,>,10000.0,NM
4173,CHEMBL553,P51956,KD,>,10000.0,NM
4175,CHEMBL553,P51955,KD,>,10000.0,NM
4178,CHEMBL553,P51955,KD,>,10000.0,NM
4180,CHEMBL553,P51955,KD,>,10000.0,NM
4182,CHEMBL553,P51817,KD,>,10000.0,NM
4185,CHEMBL553,P51817,KD,>,10000.0,NM
4187,CHEMBL553,P51813,KD,>,10000.0,NM
4189,CHEMBL553,P51813,KD,>,10000.0,NM
4190,CHEMBL553,P51813,KD,>,10000.0,NM
4193,CHEMBL553,P51812,KD,>,10000.0,NM
4196,CHEMBL553,P51812,KD,>,10000.0,NM
4199,CHEMBL553,P51812,KD,>,10000.0,NM
4201,CHEMBL553,P51617,KD,>,10000.0,NM
4205,CHEMBL553,P51451,KD,=,190.0,NM
4208,CHEMBL553,P51451,KD,=,190.0,NM
4210,CHEMBL553,P50750,KD,>,10000.0,NM
4214,CHEMBL553,P50750,KD,>,10000.0,NM
4216,CHEMBL553,P50613,KD,>,10000.0,NM
4219,CHEMBL553,P50613,KD,>,10000.0,NM
4221,CHEMBL553,P49841,KD,>,10000.0,NM
4225,CHEMBL553,P49841,KD,>,10000.0,NM
4228,CHEMBL553,P49840,KD,>,10000.0,NM
4231,CHEMBL553,P49840,KD,>,10000.0,NM
4233,CHEMBL553,P49761,KD,>,10000.0,NM
4235,CHEMBL553,P49761,KD,>,10000.0,NM
4237,CHEMBL553,P49761,KD,>,10000.0,NM
4238,CHEMBL553,P49760,KD,>,10000.0,NM
4241,CHEMBL553,P49760,KD,>,10000.0,NM
4243,CHEMBL553,P49760,KD,>,10000.0,NM
4245,CHEMBL553,P49759,KD,>,10000.0,NM
4247,CHEMBL553,P49759,KD,>,10000.0,NM
4249,CHEMBL553,P49759,KD,>,10000.0,NM
4250,CHEMBL553,P49674,KD,=,500.0,NM
4251,CHEMBL553,P49674,KD,>,10000.0,NM
4252,CHEMBL553,P49674,KD,>,10000.0,NM
4253,CHEMBL553,P49336,KD,>,10000.0,NM
4255,CHEMBL553,P49336,KD,>,10000.0,NM
4257,CHEMBL553,P49137,KD,>,10000.0,NM
4260,CHEMBL553,P49137,KD,>,10000.0,NM
4264,CHEMBL553,P48736,KD,>,10000.0,NM
4265,CHEMBL553,P48730,KD,=,3500.0,NM
4267,CHEMBL553,P48730,KD,=,3500.0,NM
4269,CHEMBL553,P48729,KD,>,10000.0,NM
4272,CHEMBL553,P46734,KD,>,10000.0,NM
4273,CHEMBL553,P46734,KD,>,10000.0,NM
4274,CHEMBL553,P45985,KD,>,10000.0,NM
4275,CHEMBL553,P45985,KD,>,10000.0,NM
4276,CHEMBL553,P45984,KD,=,2000.0,NM
4279,CHEMBL553,P45984,KD,=,4000.0,NM
4280,CHEMBL553,P45984,KD,>,10000.0,NM
4282,CHEMBL553,P45983,KD,>,10000.0,NM
4285,CHEMBL553,P45983,KD,>,10000.0,NM
4286,CHEMBL553,P45983,KD,>,10000.0,NM
4289,CHEMBL553,P43405,KD,>,10000.0,NM
4292,CHEMBL553,P43405,KD,>,10000.0,NM
4293,CHEMBL553,P43405,KD,>,10000.0,NM
4296,CHEMBL553,P43403,KD,>,10000.0,NM
4298,CHEMBL553,P43403,KD,>,10000.0,NM
4300,CHEMBL553,P42685,KD,=,2000.0,NM
4303,CHEMBL553,P42685,KD,>,10000.0,NM
4304,CHEMBL553,P42685,KD,=,2000.0,NM
4306,CHEMBL553,P42684,KD,=,200.0,NM
4308,CHEMBL553,P42684,KD,=,300.0,NM
4309,CHEMBL553,P42684,KD,=,200.0,NM
4310,CHEMBL553,P42681,KD,=,3800.0,NM
4312,CHEMBL553,P42681,KD,>,10000.0,NM
4313,CHEMBL553,P42680,KD,>,10000.0,NM
4315,CHEMBL553,P42680,KD,>,10000.0,NM
4316,CHEMBL553,P42679,KD,>,10000.0,NM
4320,CHEMBL553,P42345,KD,>,10000.0,NM
4322,CHEMBL553,P42338,KD,>,10000.0,NM
4323,CHEMBL553,P42336,KD,>,10000.0,NM
4324,CHEMBL553,P42336,KD,>,10000.0,NM
4325,CHEMBL553,P42336,KD,>,10000.0,NM
4326,CHEMBL553,P42336,KD,>,10000.0,NM
4327,CHEMBL553,P42336,KD,>,10000.0,NM
4328,CHEMBL553,P42336,KD,>,10000.0,NM
4329,CHEMBL553,P42336,KD,>,10000.0,NM
4330,CHEMBL553,P42336,KD,>,10000.0,NM
4331,CHEMBL553,P42336,KD,>,10000.0,NM
4332,CHEMBL553,P42336,KD,>,10000.0,NM
4333,CHEMBL553,P42336,KD,>,10000.0,NM
4334,CHEMBL553,P42336,KD,>,10000.0,NM
4335,CHEMBL553,P41743,KD,>,10000.0,NM
4339,CHEMBL553,P41240,KD,=,9600.0,NM
4341,CHEMBL553,P41240,KD,>,10000.0,NM
4342,CHEMBL553,P41240,KD,>,10000.0,NM
4344,CHEMBL553,P37173,KD,>,10000.0,NM
4346,CHEMBL553,P37173,KD,>,10000.0,NM
4347,CHEMBL553,P37023,KD,>,10000.0,NM
4349,CHEMBL553,P37023,KD,>,10000.0,NM
4350,CHEMBL553,P36897,KD,>,10000.0,NM
4352,CHEMBL553,P36897,KD,>,10000.0,NM
4353,CHEMBL553,P36896,KD,>,10000.0,NM
4355,CHEMBL553,P36896,KD,>,10000.0,NM
4356,CHEMBL553,P36894,KD,>,10000.0,NM
4357,CHEMBL553,P36894,KD,>,10000.0,NM
4358,CHEMBL553,P36888,KD,=,350.0,NM
4359,CHEMBL553,P36888,KD,=,130.0,NM
4360,CHEMBL553,P36888,KD,=,820.0,NM
4361,CHEMBL553,P36888,KD,=,1300.0,NM
4362,CHEMBL553,P36888,KD,=,500.0,NM
4363,CHEMBL553,P36888,KD,>,10000.0,NM
4364,CHEMBL553,P36888,KD,=,1200.0,NM
4367,CHEMBL553,P36888,KD,>,10000.0,NM
4368,CHEMBL553,P36888,KD,=,130.0,NM
4369,CHEMBL553,P36888,KD,=,350.0,NM
4370,CHEMBL553,P36888,KD,=,500.0,NM
4371,CHEMBL553,P36888,KD,=,820.0,NM
4372,CHEMBL553,P36888,KD,>,10000.0,NM
4374,CHEMBL553,P36507,KD,>,10000.0,NM
4378,CHEMBL553,P36507,KD,>,10000.0,NM
4380,CHEMBL553,P35968,KD,=,5700.0,NM
4383,CHEMBL553,P35968,KD,>,10000.0,NM
4385,CHEMBL553,P35968,KD,>,10000.0,NM
4401,CHEMBL553,P35916,KD,=,2100.0,NM
4403,CHEMBL553,P35916,KD,>,10000.0,NM
4404,CHEMBL553,P35916,KD,=,2100.0,NM
4408,CHEMBL553,P35590,KD,=,850.0,NM
4409,CHEMBL553,P35590,KD,=,850.0,NM
4414,CHEMBL553,P33981,KD,=,3700.0,NM
4416,CHEMBL553,P33981,KD,>,10000.0,NM
4417,CHEMBL553,P33981,KD,>,10000.0,NM
4418,CHEMBL553,P32298,KD,=,7300.0,NM
4420,CHEMBL553,P31751,KD,>,10000.0,NM
4423,CHEMBL553,P31751,KD,>,10000.0,NM
4425,CHEMBL553,P31749,KD,>,10000.0,NM
4428,CHEMBL553,P31749,KD,>,10000.0,NM
4430,CHEMBL553,P31152,KD,=,2500.0,NM
4431,CHEMBL553,P31152,KD,=,2500.0,NM
4432,CHEMBL553,P30530,KD,=,4000.0,NM
4435,CHEMBL553,P30530,KD,>,10000.0,NM
4437,CHEMBL553,P30291,KD,>,10000.0,NM
4439,CHEMBL553,P30291,KD,>,10000.0,NM
4440,CHEMBL553,P29597,KD,=,2400.0,NM
4441,CHEMBL553,P29597,KD,>,10000.0,NM
4444,CHEMBL553,P29597,KD,>,10000.0,NM
4446,CHEMBL553,P29376,KD,=,890.0,NM
4449,CHEMBL553,P29376,KD,=,890.0,NM
4451,CHEMBL553,P29323,KD,>,10000.0,NM
4453,CHEMBL553,P29323,KD,>,10000.0,NM
4454,CHEMBL553,P29322,KD,=,940.0,NM
4456,CHEMBL553,P29322,KD,>,10000.0,NM
4457,CHEMBL553,P29322,KD,=,940.0,NM
4458,CHEMBL553,P29320,KD,=,2400.0,NM
4460,CHEMBL553,P29320,KD,>,10000.0,NM
4461,CHEMBL553,P29320,KD,=,2400.0,NM
4462,CHEMBL553,P29317,KD,>,10000.0,NM
4465,CHEMBL553,P29317,KD,>,10000.0,NM
4466,CHEMBL553,P29317,KD,>,10000.0,NM
4468,CHEMBL553,P28482,KD,>,10000.0,NM
4471,CHEMBL553,P28482,KD,>,10000.0,NM
4474,CHEMBL553,P27448,KD,>,10000.0,NM
4477,CHEMBL553,P27448,KD,>,10000.0,NM
4479,CHEMBL553,P27361,KD,>,10000.0,NM
4482,CHEMBL553,P27361,KD,>,10000.0,NM
4483,CHEMBL553,P27037,KD,>,10000.0,NM
4484,CHEMBL553,P27037,KD,>,10000.0,NM
4486,CHEMBL553,P24941,KD,>,10000.0,NM
4490,CHEMBL553,P24941,KD,>,10000.0,NM
4492,CHEMBL553,P24941,KD,>,10000.0,NM
4495,CHEMBL553,P24723,KD,>,10000.0,NM
4496,CHEMBL553,P24723,KD,>,10000.0,NM
4498,CHEMBL553,P23458,KD,>,10000.0,NM
4500,CHEMBL553,P23458,KD,>,10000.0,NM
4501,CHEMBL553,P23458,KD,>,10000.0,NM
4502,CHEMBL553,P23458,KD,>,10000.0,NM
4503,CHEMBL553,P23443,KD,>,10000.0,NM
4507,CHEMBL553,P22694,KD,>,10000.0,NM
4508,CHEMBL553,P22694,KD,>,10000.0,NM
4511,CHEMBL553,P22607,KD,>,10000.0,NM
4512,CHEMBL553,P22607,KD,>,10000.0,NM
4513,CHEMBL553,P22607,KD,>,10000.0,NM
4514,CHEMBL553,P22607,KD,>,10000.0,NM
4515,CHEMBL553,P22607,KD,>,10000.0,NM
4517,CHEMBL553,P22455,KD,>,10000.0,NM
4519,CHEMBL553,P22455,KD,>,10000.0,NM
4520,CHEMBL553,P21860,KD,=,1100.0,NM
4521,CHEMBL553,P21802,KD,>,10000.0,NM
4523,CHEMBL553,P21802,KD,=,1900.0,NM
4524,CHEMBL553,P21802,KD,>,10000.0,NM
4525,CHEMBL553,P21709,KD,>,10000.0,NM
4527,CHEMBL553,P21709,KD,>,10000.0,NM
4529,CHEMBL553,P21127,KD,>,10000.0,NM
4530,CHEMBL553,P21127,KD,>,10000.0,NM
4531,CHEMBL553,P20794,KD,>,10000.0,NM
4532,CHEMBL553,P19784,KD,>,10000.0,NM
4534,CHEMBL553,P19784,KD,>,10000.0,NM
4535,CHEMBL553,P19525,KD,=,1300.0,NM
4536,CHEMBL553,P19525,KD,=,1300.0,NM
4537,CHEMBL553,P17948,KD,=,4400.0,NM
4540,CHEMBL553,P17948,KD,=,4400.0,NM
4545,CHEMBL553,P17612,KD,>,10000.0,NM
4547,CHEMBL553,P17612,KD,>,10000.0,NM
4552,CHEMBL553,P17252,KD,>,10000.0,NM
4554,CHEMBL553,P16591,KD,>,10000.0,NM
4557,CHEMBL553,P16591,KD,>,10000.0,NM
4558,CHEMBL553,P16591,KD,>,10000.0,NM
4561,CHEMBL553,P16234,KD,=,1800.0,NM
4564,CHEMBL553,P16234,KD,=,1800.0,NM
4567,CHEMBL553,P15735,KD,>,10000.0,NM
4570,CHEMBL553,P15735,KD,>,10000.0,NM
4571,CHEMBL553,P15735,KD,>,10000.0,NM
4574,CHEMBL553,P15056,KD,>,10000.0,NM
4575,CHEMBL553,P15056,KD,>,10000.0,NM
4576,CHEMBL553,P15056,KD,>,10000.0,NM
4577,CHEMBL553,P15056,KD,>,10000.0,NM
4579,CHEMBL553,P14616,KD,>,10000.0,NM
4581,CHEMBL553,P14616,KD,>,10000.0,NM
4582,CHEMBL553,P12931,KD,=,700.0,NM
4584,CHEMBL553,P12931,KD,=,1900.0,NM
4585,CHEMBL553,P12931,KD,=,700.0,NM
4591,CHEMBL553,P11802,KD,>,10000.0,NM
4592,CHEMBL553,P11802,KD,>,10000.0,NM
4593,CHEMBL553,P11799,KD,>,10000.0,NM
4594,CHEMBL553,P11362,KD,>,10000.0,NM
4597,CHEMBL553,P11362,KD,>,10000.0,NM
4598,CHEMBL553,P11362,KD,>,10000.0,NM
4601,CHEMBL553,P11309,KD,>,10000.0,NM
4604,CHEMBL553,P11309,KD,>,10000.0,NM
4606,CHEMBL553,P11309,KD,>,10000.0,NM
4609,CHEMBL553,P10721,KD,=,1600.0,NM
4610,CHEMBL553,P10721,KD,=,3500.0,NM
4611,CHEMBL553,P10721,KD,=,3100.0,NM
4612,CHEMBL553,P10721,KD,=,1300.0,NM
4613,CHEMBL553,P10721,KD,=,1700.0,NM
4615,CHEMBL553,P10721,KD,>,10000.0,NM
4616,CHEMBL553,P10721,KD,=,1300.0,NM
4617,CHEMBL553,P10721,KD,=,1600.0,NM
4618,CHEMBL553,P10721,KD,=,3100.0,NM
4619,CHEMBL553,P10721,KD,>,10000.0,NM
4620,CHEMBL553,P10721,KD,>,10000.0,NM
4621,CHEMBL553,P10721,KD,>,10000.0,NM
4622,CHEMBL553,P10721,KD,>,10000.0,NM
4623,CHEMBL553,P10721,KD,>,10000.0,NM
4624,CHEMBL553,P10721,KD,>,10000.0,NM
4631,CHEMBL553,P0C264,KD,>,10000.0,NM
4632,CHEMBL553,P0C1S8,KD,>,10000.0,NM
4633,CHEMBL553,P09769,KD,=,1100.0,NM
4635,CHEMBL553,P09769,KD,>,10000.0,NM
4636,CHEMBL553,P09769,KD,=,1100.0,NM
4638,CHEMBL553,P09619,KD,=,1400.0,NM
4641,CHEMBL553,P09619,KD,>,10000.0,NM
4642,CHEMBL553,P09619,KD,=,1400.0,NM
4654,CHEMBL553,P08922,KD,>,10000.0,NM
4657,CHEMBL553,P08922,KD,>,10000.0,NM
4662,CHEMBL553,P08631,KD,=,1800.0,NM
4664,CHEMBL553,P08631,KD,>,10000.0,NM
4665,CHEMBL553,P08631,KD,=,1800.0,NM
4667,CHEMBL553,P08581,KD,=,2800.0,NM
4668,CHEMBL553,P08581,KD,=,1100.0,NM
4669,CHEMBL553,P08581,KD,=,3800.0,NM
4671,CHEMBL553,P08581,KD,=,3800.0,NM
4678,CHEMBL553,P08069,KD,>,10000.0,NM
4681,CHEMBL553,P08069,KD,>,10000.0,NM
4685,CHEMBL553,P07949,KD,=,330.0,NM
4686,CHEMBL553,P07949,KD,=,1300.0,NM
4689,CHEMBL553,P07949,KD,=,330.0,NM
4690,CHEMBL553,P07949,KD,=,1300.0,NM
4691,CHEMBL553,P07949,KD,>,10000.0,NM
4692,CHEMBL553,P07949,KD,>,10000.0,NM
4696,CHEMBL553,P07948,KD,=,530.0,NM
4699,CHEMBL553,P07948,KD,>,10000.0,NM
4700,CHEMBL553,P07948,KD,=,530.0,NM
4704,CHEMBL553,P07947,KD,=,2200.0,NM
4706,CHEMBL553,P07947,KD,>,10000.0,NM
4707,CHEMBL553,P07947,KD,=,2200.0,NM
4710,CHEMBL553,P07333,KD,>,10000.0,NM
4713,CHEMBL553,P07333,KD,>,10000.0,NM
4717,CHEMBL553,P07332,KD,>,10000.0,NM
4720,CHEMBL553,P07332,KD,>,10000.0,NM
4727,CHEMBL553,P06241,KD,>,10000.0,NM
4730,CHEMBL553,P06241,KD,>,10000.0,NM
4731,CHEMBL553,P06241,KD,>,10000.0,NM
4734,CHEMBL553,P06239,KD,=,250.0,NM
4737,CHEMBL553,P06239,KD,=,530.0,NM
4738,CHEMBL553,P06239,KD,=,530.0,NM
4739,CHEMBL553,P06239,KD,=,250.0,NM
4742,CHEMBL553,P06213,KD,>,10000.0,NM
4744,CHEMBL553,P06213,KD,>,10000.0,NM
4745,CHEMBL553,P06213,KD,>,10000.0,NM
4754,CHEMBL553,P04629,KD,>,10000.0,NM
4757,CHEMBL553,P04629,KD,>,10000.0,NM
4758,CHEMBL553,P04629,KD,>,10000.0,NM
4760,CHEMBL553,P04626,KD,=,2900.0,NM
4765,CHEMBL553,P04626,KD,=,5100.0,NM
4769,CHEMBL553,P04626,KD,>,10000.0,NM
4796,CHEMBL553,P04049,KD,>,10000.0,NM
4798,CHEMBL553,P04049,KD,>,10000.0,NM
4805,CHEMBL553,P00533,KD,=,0.48,NM
4806,CHEMBL553,P00533,KD,=,0.85,NM
4807,CHEMBL553,P00533,KD,=,0.47,NM
4808,CHEMBL553,P00533,KD,=,0.35,NM
4809,CHEMBL553,P00533,KD,=,0.97,NM
4810,CHEMBL553,P00533,KD,=,190.0,NM
4811,CHEMBL553,P00533,KD,=,1.2,NM
4812,CHEMBL553,P00533,KD,=,1.6,NM
4813,CHEMBL553,P00533,KD,=,140.0,NM
4814,CHEMBL553,P00533,KD,=,0.67,NM
4818,CHEMBL553,P00533,KD,=,1.4,NM
4825,CHEMBL553,P00533,KD,=,0.35,NM
4826,CHEMBL553,P00533,KD,=,0.47,NM
4827,CHEMBL553,P00533,KD,=,0.48,NM
4828,CHEMBL553,P00533,KD,=,0.52,NM
4829,CHEMBL553,P00533,KD,=,0.52,NM
4830,CHEMBL553,P00533,KD,=,0.67,NM
4831,CHEMBL553,P00533,KD,=,0.85,NM
4832,CHEMBL553,P00533,KD,=,0.97,NM
4833,CHEMBL553,P00533,KD,=,1.2,NM
4834,CHEMBL553,P00533,KD,=,1.6,NM
4860,CHEMBL553,P00533,KD,=,0.52,NM
4861,CHEMBL553,P00533,KD,=,0.52,NM
4893,CHEMBL553,P00533,KD,=,1.0,NM
4914,CHEMBL553,P00519,KD,=,63.0,NM
4915,CHEMBL553,P00519,KD,=,8200.0,NM
4916,CHEMBL553,P00519,KD,=,1100.0,NM
4917,CHEMBL553,P00519,KD,=,640.0,NM
4918,CHEMBL553,P00519,KD,=,150.0,NM
4919,CHEMBL553,P00519,KD,=,89.0,NM
4920,CHEMBL553,P00519,KD,=,58.0,NM
4921,CHEMBL553,P00519,KD,=,66.0,NM
4922,CHEMBL553,P00519,KD,=,230.0,NM
4923,CHEMBL553,P00519,KD,=,61.0,NM
4924,CHEMBL553,P00519,KD,=,620.0,NM
4925,CHEMBL553,P00519,KD,=,59.0,NM
4926,CHEMBL553,P00519,KD,=,330.0,NM
4929,CHEMBL553,P00519,KD,=,280.0,NM
4930,CHEMBL553,P00519,KD,=,540.0,NM
4931,CHEMBL553,P00519,KD,=,600.0,NM
4932,CHEMBL553,P00519,KD,=,690.0,NM
4933,CHEMBL553,P00519,KD,=,730.0,NM
4934,CHEMBL553,P00519,KD,=,770.0,NM
4935,CHEMBL553,P00519,KD,=,2400.0,NM
4936,CHEMBL553,P00519,KD,=,770.0,NM
4937,CHEMBL553,P00519,KD,=,160.0,NM
4938,CHEMBL553,P00519,KD,=,190.0,NM
4939,CHEMBL553,P00519,KD,=,190.0,NM
4940,CHEMBL553,P00519,KD,=,230.0,NM
4941,CHEMBL553,P00519,KD,=,250.0,NM
4942,CHEMBL553,P00519,KD,=,310.0,NM
4943,CHEMBL553,P00519,KD,=,640.0,NM
4944,CHEMBL553,P00519,KD,=,76.0,NM
4945,CHEMBL553,P00519,KD,=,76.0,NM
4951,CHEMBL553,O96017,KD,>,10000.0,NM
4956,CHEMBL553,O96013,KD,>,10000.0,NM
4959,CHEMBL553,O96013,KD,>,10000.0,NM
4961,CHEMBL553,O96013,KD,>,10000.0,NM
4963,CHEMBL553,O95835,KD,>,10000.0,NM
4964,CHEMBL553,O95835,KD,>,10000.0,NM
4965,CHEMBL553,O95819,KD,>,10000.0,NM
4968,CHEMBL553,O95819,KD,>,10000.0,NM
4970,CHEMBL553,O95747,KD,>,10000.0,NM
4973,CHEMBL553,O95382,KD,>,10000.0,NM
4977,CHEMBL553,O94921,KD,>,10000.0,NM
4978,CHEMBL553,O94921,KD,>,10000.0,NM
4979,CHEMBL553,O94806,KD,>,10000.0,NM
4982,CHEMBL553,O94806,KD,>,10000.0,NM
4984,CHEMBL553,O94804,KD,=,19.0,NM
4986,CHEMBL553,O94804,KD,=,83.0,NM
4988,CHEMBL553,O94804,KD,=,83.0,NM
4989,CHEMBL553,O94804,KD,=,19.0,NM
4992,CHEMBL553,O94768,KD,=,9400.0,NM
4993,CHEMBL553,O94768,KD,>,10000.0,NM
4994,CHEMBL553,O94768,KD,>,10000.0,NM
4995,CHEMBL553,O76039,KD,>,10000.0,NM
4996,CHEMBL553,O75914,KD,>,10000.0,NM
4998,CHEMBL553,O75914,KD,>,10000.0,NM
4999,CHEMBL553,O75914,KD,>,10000.0,NM
5000,CHEMBL553,O75747,KD,>,10000.0,NM
5001,CHEMBL553,O75716,KD,>,10000.0,NM
5003,CHEMBL553,O75716,KD,>,10000.0,NM
5005,CHEMBL553,O75716,KD,>,10000.0,NM
5006,CHEMBL553,O75676,KD,=,7000.0,NM
5007,CHEMBL553,O75676,KD,>,10000.0,NM
5009,CHEMBL553,O75676,KD,=,7000.0,NM
5010,CHEMBL553,O75676,KD,>,10000.0,NM
5013,CHEMBL553,O75582,KD,>,10000.0,NM
5014,CHEMBL553,O75582,KD,>,10000.0,NM
5015,CHEMBL553,O75582,KD,>,10000.0,NM
5016,CHEMBL553,O75582,KD,>,10000.0,NM
5017,CHEMBL553,O75582,KD,>,10000.0,NM
5020,CHEMBL553,O75460,KD,>,10000.0,NM
5021,CHEMBL553,O75385,KD,>,10000.0,NM
5023,CHEMBL553,O75116,KD,>,10000.0,NM
5027,CHEMBL553,O60674,KD,=,3700.0,NM
5030,CHEMBL553,O60674,KD,>,10000.0,NM
5032,CHEMBL553,O60674,KD,>,10000.0,NM
5038,CHEMBL553,O60331,KD,>,10000.0,NM
5039,CHEMBL553,O60285,KD,>,10000.0,NM
5041,CHEMBL553,O60285,KD,>,10000.0,NM
5047,CHEMBL553,O43353,KD,=,680.0,NM
5049,CHEMBL553,O43353,KD,=,410.0,NM
5050,CHEMBL553,O43353,KD,=,680.0,NM
5052,CHEMBL553,O43318,KD,>,10000.0,NM
5053,CHEMBL553,O43293,KD,=,6000.0,NM
5056,CHEMBL553,O43293,KD,>,10000.0,NM
5058,CHEMBL553,O43293,KD,>,10000.0,NM
5059,CHEMBL553,O43293,KD,>,10000.0,NM
5061,CHEMBL553,O43283,KD,>,10000.0,NM
5062,CHEMBL553,O15530,KD,>,10000.0,NM
5066,CHEMBL553,O15530,KD,>,10000.0,NM
5070,CHEMBL553,O15264,KD,>,10000.0,NM
5074,CHEMBL553,O15197,KD,=,1700.0,NM
5075,CHEMBL553,O15146,KD,>,10000.0,NM
5077,CHEMBL553,O15146,KD,>,10000.0,NM
5078,CHEMBL553,O15111,KD,>,10000.0,NM
5082,CHEMBL553,O15075,KD,>,10000.0,NM
5084,CHEMBL553,O15075,KD,>,10000.0,NM
5086,CHEMBL553,O14976,KD,=,3.1,NM
5087,CHEMBL553,O14976,KD,=,40.0,NM
5088,CHEMBL553,O14976,KD,=,40.0,NM
5089,CHEMBL553,O14976,KD,=,3.1,NM
5090,CHEMBL553,O14976,KD,=,3.1,NM
5093,CHEMBL553,O14965,KD,=,2200.0,NM
5095,CHEMBL553,O14965,KD,=,3800.0,NM
5096,CHEMBL553,O14965,KD,=,2200.0,NM
5099,CHEMBL553,O14936,KD,>,10000.0,NM
5100,CHEMBL553,O14920,KD,>,10000.0,NM
5105,CHEMBL553,O14757,KD,>,10000.0,NM
5108,CHEMBL553,O14757,KD,>,10000.0,NM
5111,CHEMBL553,O14733,KD,>,10000.0,NM
5112,CHEMBL553,O14730,KD,>,10000.0,NM
5113,CHEMBL553,O14730,KD,>,10000.0,NM
5114,CHEMBL553,O14578,KD,=,680.0,NM
5115,CHEMBL553,O14578,KD,=,680.0,NM
5116,CHEMBL553,O00750,KD,>,10000.0,NM
5117,CHEMBL553,O00506,KD,>,10000.0,NM
5120,CHEMBL553,O00506,KD,>,10000.0,NM
5121,CHEMBL553,O00444,KD,=,1900.0,NM
5123,CHEMBL553,O00444,KD,>,10000.0,NM
5125,CHEMBL553,O00444,KD,>,10000.0,NM
5129,CHEMBL553,O00329,KD,>,10000.0,NM
5132,CHEMBL553,O00238,KD,>,10000.0,NM
5250,CHEMBL78487,P30411,KD,=,62000.0,NM
5561,CHEMBL2235865,P35354,KD,=,50.1,NM
5563,CHEMBL2235865,P23219,KD,=,15.6,NM
5721,CHEMBL358600,P25103,KD,=,19.95,NM
6386,CHEMBL66907,P00918,KD,=,2.3,NM
6882,CHEMBL12,P31644,KD,=,23.0,NM
7131,CHEMBL12,P16257,KD,=,213.0,NM
7157,CHEMBL12,P14867,KD,=,36.0,NM
7229,CHEMBL12,P02770,KD,=,15100.0,NM
7234,CHEMBL12,P02768,KD,=,24547.09,NM
8027,CHEMBL241453,P02766,KD,=,88.0,NM
8344,CHEMBL263581,P26684,KD,=,2.11,NM
9166,CHEMBL3425867,O14976,KD,=,8.9,NM
9358,CHEMBL558564,P21554,KD,=,25.12,NM
9889,CHEMBL1223776,P21554,KD,=,7.94,NM
10670,CHEMBL47177,"P50052, P30556",KD,=,0.0126,NM
10671,CHEMBL47177,P30556,KD,=,0.0126,NM
11736,CHEMBL525587,P55899,KD,>,250000.0,NM
12302,CHEMBL3577985,P56450,KD,=,100.0,NM
12472,CHEMBL148189,P14842,KD,=,524.81,NM
12530,CHEMBL40860,P21447,KD,=,370.0,NM
12830,CHEMBL204107,P9WNS1,KD,=,360.0,NM
12972,CHEMBL319756,Q9Y251,KD,=,639000.0,NM
13158,CHEMBL399843,P30680,KD,=,3548.13,NM
13159,CHEMBL399843,P28646,KD,=,1.55,NM
13797,CHEMBL358443,P00918,KD,=,9.0,NM
14411,CHEMBL261643,P04278,KD,=,1.0,NM
14756,CHEMBL292624,"P23944, P43140, P15823",KD,=,125.89,NM
14762,CHEMBL292624,"P08909, P30994, P14842",KD,=,7.94,NM
14828,CHEMBL1271638,Q8N1Q1,KD,=,100.0,NM
14829,CHEMBL1271638,Q8N1Q1,KD,=,200.0,NM
14830,CHEMBL1271638,P43166,KD,=,100.0,NM
14831,CHEMBL1271638,P00918,KD,=,60.0,NM
14832,CHEMBL1271638,P00915,KD,=,1300.0,NM
14833,CHEMBL1271638,P00915,KD,=,1400.0,NM
15002,CHEMBL1668025,O70212,KD,=,158.49,NM
16266,CHEMBL505574,P29353,KD,=,350.0,NM
16835,CHEMBL66449,Q8K4Z4,KD,=,114.82,NM
16836,CHEMBL66449,B0FL73,KD,=,251.19,NM
17620,CHEMBL92424,"P50052, P30556",KD,=,54.95,NM
17887,CHEMBL1809232,P53350,KD,=,326.0,NM
18056,CHEMBL101646,"P08173, P11229, P08912, P20309, P08172",KD,=,11210.0,NM
18100,CHEMBL3187250,"Q16236, Q14145",KD,=,4200.0,NM
